STATE ABBREVIATION,STATE,D,FEC ID#,(I),CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME,TOTAL VOTES,PARTY,PRIMARY VOTES,PRIMARY %,RUNOFF VOTES,RUNOFF %,GENERAL VOTES ,GENERAL PERCENT,GE RUNOFF ELECTION VOTES (LA),GE RUNOFF ELECTION % (LA),"COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)",GE WINNER INDICATOR,FOOTNOTES
3263,TX,Texas,33,n/a,,,,,Party Votes:,D,"18,09",,,,,,,,,,,
3264,TX,Texas,33,H4TX33020,,Jason,Reeves,"Reeves, Jason",,LIB,*,,,,"6,823","13,49%",,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 15, 2014, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 22, 2014, for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3265,TX,Texas,33,n/a,,,,,District Votes:,,"18,09",,,,"50,592",,,,,,,
3266,TX,Texas,,n/a,,,,,,,,,,,,,,,,,,
3267,TX,Texas,34,H2TX27190,(I),Filemon B.,Vela,"Vela, Filemon B.",,D,"26,237","100,00%",,,"47,503","59,47%",,,,,W,
3268,TX,Texas,34,n/a,,,,,Party Votes:,D,"26,237",,,,,,,,,,,
3269,TX,Texas,34,H4TX34010,,Larry S.,Smith,"Smith, Larry S.",,R,"7,427","100,00%",,,"30,811","38,57%",,,,,,
3270,TX,Texas,34,n/a,,,,,Party Votes:,R,"7,427",,,,,,,,,,,
3271,TX,Texas,34,H8TX22149,,Ryan,Rowley,"Rowley, Ryan",,LIB,*,,,,"1,563","1,96%",,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 15, 2014, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 22, 2014, for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3272,TX,Texas,34,H0TX15066,,Doug (Perla),Purl,"Purl, Doug (Perla)",,LIB,,,,,,,,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 15, 2014, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 22, 2014, for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3273,TX,Texas,34,n/a,,,,,District Votes:,,"33,664",,,,"79,877",,,,,,,
3274,TX,Texas,,n/a,,,,,,,,,,,,,,,,,,
3275,TX,Texas,35,H4TX10028,(I),Lloyd,Doggett,"Doggett, Lloyd",,D,"15,399","100,00%",,,"60,124","62,48%",,,,,W,
3276,TX,Texas,35,n/a,,,,,Party Votes:,D,"15,399",,,,,,,,,,,
3277,TX,Texas,35,H2TX35029,,Susan,Narvaiz,,,R,"9,717","100,00%",,,"32,04","33,30%",,,,,,
3278,TX,Texas,35,n/a,,,,,Party Votes:,R,"9,717",,,,,,,,,,,
3279,TX,Texas,35,H0TX25107,,Cory W.,Bruner,"Bruner, Cory W.",,LIB,*,,,,"2,767","2,88%",,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 15, 2014, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 22, 2014, for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3280,TX,Texas,35,H4TX35017,,Kat,Swift,"Swift, Kat",,GRE,*,,,,"1,294","1,34%",,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 15, 2014, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 22, 2014, for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3281,TX,Texas,35,n/a,,,,,District Votes:,,"25,116",,,,"96,225",,,,,,,
3282,TX,Texas,,n/a,,,,,,,,,,,,,,,,,,
3283,TX,Texas,36,H6TX02079,,Brian,Babin,"Babin, Brian",,R,"17,194","33,37%","19,301","57,84%","101,663","75,96%",,,,,W,
3284,TX,Texas,36,H4TX10085,,Ben,Streusand,"Streusand, Ben",,R,"12,024","23,33%","14,069","42,16%",,,,,,,,
3285,TX,Texas,36,H8TX22131,,John,Manlove,"Manlove, John",,R,"3,556","6,90%",,,,,,,,,,
3286,TX,Texas,36,H4TX36023,,Doug,Centilli,"Centilli, Doug",,R,"3,506","6,80%",,,,,,,,,,
3287,TX,Texas,36,H4TX36056,,Phil,Fitzgerald,"Fitzgerald, Phil",,R,"3,388","6,57%",,,,,,,,,,
3288,TX,Texas,36,H4TX36064,,Robin,Riley,"Riley, Robin",,R,"2,648","5,14%",,,,,,,,,,
3289,TX,Texas,36,H4TX36049,,Dave,Norman,"Norman, Dave",,R,"2,325","4,51%",,,,,,,,,,
3290,TX,Texas,36,H0TX18235,,Chuck,Meyer,,,R,"1,574","3,05%",,,,,,,,,,
3291,TX,Texas,36,H4TX36015,,John,Amdur,"Amdur, John",,R,"1,47","2,85%",,,,,,,,,,
3292,TX,Texas,36,H2TX36068,,Kim I.,Morrell,"Morrell, Kim I.",,R,"1,444","2,80%",,,,,,,,,,
3293,TX,Texas,36,H2TX36035,,Jim,Engstrand,"Engstrand, Jim",,R,"1,288","2,50%",,,,,,,,,,
3294,TX,Texas,36,H4TX36031,,Pat,Kasprzak,"Kasprzak, Pat",,R,"1,116","2,17%",,,,,,,,,,
3295,TX,Texas,36,n/a,,,,,Party Votes:,R,"51,533",,"33,37",,,,,,,,,
3296,TX,Texas,36,H2TX36134,,Michael K.,Cole,,,D,"6,507","100,00%",,,"29,543","22,07%",,,,,,
3297,TX,Texas,36,n/a,,,,,Party Votes:,D,"6,507",,,,,,,,,,,
3298,TX,Texas,36,H4TX36080,,Rodney,Veach,"Veach, Rodney",,LIB,*,,,,"1,951","1,46%",,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 15, 2014, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 22, 2014, for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3299,TX,Texas,36,H4TX36072,,Robb,Rourke,"Rourke, Robb",,LIB,,,,,,,,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 15, 2014, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 22, 2014, for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3300,TX,Texas,36,H4TX08055,,"Hal J., Jr.",Ridley,"Ridley, Hal J., Jr.",,GRE,*,,,,685,"0,51%",,,,,,"* The Green and Libertarian Parties nominated by convention. The convention dates were March 15, 2014, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 22, 2014, for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk."
3301,TX,Texas,36,n/a,,,,,District Votes:,,"58,04",,"33,37",,"133,842",,,,,,,
3302,TX,Texas,36,n/a,,,,,,,,,,,,,,,,,,
3303,TX,Texas,H,n/a,,,,,Total State Votes:,,1.588.822,,"90,169",,4.453.499,,,,,,,
3304,TX,Texas,,n/a,,,,,,,,,,,,,,,,,,
3305,,,,n/a,,,,,,,,,,,,,,,,,,
3306,UT,Utah,1,H2UT01094,(I),Rob,Bishop,,,R,*,,,,"84,231","64,78%",,,,,W,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Democratic, Republican and Libertarian conventions were held on April 26, 2014, and the Constitution Party convention was held on May 3, 2014.  Convention nominees are noted with an asterisk. The convention results listed on the next tab were obtained from the state parties."
3307,UT,Utah,1,H4UT01116,,David Yu-Lin,Chiu,"Chiu, David Yu-Lin",,R,,,,,,,,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Democratic, Republican and Libertarian conventions were held on April 26, 2014, and the Constitution Party convention was held on May 3, 2014.  Convention nominees are noted with an asterisk. The convention results listed on the next tab were obtained from the state parties."
3308,UT,Utah,1,H2UT01235,,Donna,McAleer,"McAleer, Donna",,D,*,,,,"36,422","28,01%",,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Democratic, Republican and Libertarian conventions were held on April 26, 2014, and the Constitution Party convention was held on May 3, 2014.  Convention nominees are noted with an asterisk. The convention results listed on the next tab were obtained from the state parties."
3309,UT,Utah,1,H4UT01090,,Peter C.,Clemens,"Clemens, Peter C.",,D,,,,,,,,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Democratic, Republican and Libertarian conventions were held on April 26, 2014, and the Constitution Party convention was held on May 3, 2014.  Convention nominees are noted with an asterisk. The convention results listed on the next tab were obtained from the state parties."
3310,UT,Utah,1,H4UT01108,,Craig,Bowden,"Bowden, Craig",,LIB,*,,,,"4,847","3,73%",,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Democratic, Republican and Libertarian conventions were held on April 26, 2014, and the Constitution Party convention was held on May 3, 2014.  Convention nominees are noted with an asterisk. The convention results listed on the next tab were obtained from the state parties."
3311,UT,Utah,1,H4UT01124,,Dwayne A.,Vance,"Vance, Dwayne A.",,IAP,,,,,"4,534","3,49%",,,,,,
3312,UT,Utah,1,n/a,,,,,District Votes:,,,,,,"130,034",,,,,,,
3313,UT,Utah,,n/a,,,,,,,,,,,,,,,,,,
3314,UT,Utah,2,H2UT02324,(I),Chris,Stewart,,,R,*,,,,"88,915","60,82%",,,,,W,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Democratic, Republican and Libertarian conventions were held on April 26, 2014, and the Constitution Party convention was held on May 3, 2014.  Convention nominees are noted with an asterisk. The convention results listed on the next tab were obtained from the state parties."
3315,UT,Utah,2,H4UT03146,,Larry,Meyers,"Meyers, Larry",,R,,,,,,,,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Democratic, Republican and Libertarian conventions were held on April 26, 2014, and the Constitution Party convention was held on May 3, 2014.  Convention nominees are noted with an asterisk. The convention results listed on the next tab were obtained from the state parties."
3316,UT,Utah,2,H4UT02213,,Vaughn,Hatton,,,R,,,,,,,,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Democratic, Republican and Libertarian conventions were held on April 26, 2014, and the Constitution Party convention was held on May 3, 2014.  Convention nominees are noted with an asterisk. The convention results listed on the next tab were obtained from the state parties."
3317,UT,Utah,2,H4UT02205,,Zachary A.,Hartman,"Hartman, Zachary A.",,R,,,,,,,,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Democratic, Republican and Libertarian conventions were held on April 26, 2014, and the Constitution Party convention was held on May 3, 2014.  Convention nominees are noted with an asterisk. The convention results listed on the next tab were obtained from the state parties."
3318,UT,Utah,2,H4UT02197,,Luz,Robles,"Robles, Luz",,D,*,,,,"47,585","32,55%",,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Democratic, Republican and Libertarian conventions were held on April 26, 2014, and the Constitution Party convention was held on May 3, 2014.  Convention nominees are noted with an asterisk. The convention results listed on the next tab were obtained from the state parties."
3319,UT,Utah,2,H4UT02221,,Shaun,McCausland,"McCausland, Shaun",,CON,*,,,,"4,509","3,08%",,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Democratic, Republican and Libertarian conventions were held on April 26, 2014, and the Constitution Party convention was held on May 3, 2014.  Convention nominees are noted with an asterisk. The convention results listed on the next tab were obtained from the state parties."
3320,UT,Utah,2,H2UT03140,,Wayne L.,Hill,"Hill, Wayne L.",,IAP,,,,,"3,328","2,28%",,,,,,
3321,UT,Utah,2,H4UT02239,,Bill,Barron,"Barron, Bill",,UN,,,,,"1,734","1,19%",,,,,,
3322,UT,Utah,2,H4UT02247,,Warren,Rogers,"Rogers, Warren",,W,,,,,117,"0,08%",,,,,,
3323,UT,Utah,2,n/a,,,,,District Votes:,,,,,,"146,188",,,,,,,
3324,UT,Utah,,n/a,,,,,,,,,,,,,,,,,,
3325,UT,Utah,3,H8UT03089,(I),Jason,Chaffetz,"Chaffetz, Jason",,R,*,,,,"102,952","72,21%",,,,,W,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Democratic, Republican and Libertarian conventions were held on April 26, 2014, and the Constitution Party convention was held on May 3, 2014.  Convention nominees are noted with an asterisk. The convention results listed on the next tab were obtained from the state parties."
3326,UT,Utah,3,H4UT03161,,Mark,Hedengren,"Hedengren, Mark",,R,,,,,,,,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Democratic, Republican and Libertarian conventions were held on April 26, 2014, and the Constitution Party convention was held on May 3, 2014.  Convention nominees are noted with an asterisk. The convention results listed on the next tab were obtained from the state parties."
3327,UT,Utah,3,H4UT03179,,Robert J.,Stevens,"Stevens, Robert J.",,R,,,,,,,,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Democratic, Republican and Libertarian conventions were held on April 26, 2014, and the Constitution Party convention was held on May 3, 2014.  Convention nominees are noted with an asterisk. The convention results listed on the next tab were obtained from the state parties."
3328,UT,Utah,3,H4UT03153,,Brian,Wonnacott,"Wonnacott, Brian",,D,*,,,,"32,059","22,48%",,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Democratic, Republican and Libertarian conventions were held on April 26, 2014, and the Constitution Party convention was held on May 3, 2014.  Convention nominees are noted with an asterisk. The convention results listed on the next tab were obtained from the state parties."
3329,UT,Utah,3,H4UT03195,,Zack,Strong,"Strong, Zack",,IAP,,,,,"3,192","2,24%",,,,,,
3330,UT,Utah,3,H4UT03211,,Stephen P.,Tryon,,,UN,,,,,"2,584","1,81%",,,,,,
3331,UT,Utah,3,H4UT03203,,Ben J.,Mates,"Mates, Ben J.",,UN,,,,,"1,513","1,06%",,,,,,
3332,UT,Utah,3,H4UT03237,,David A.,Else,"Else, David A.",,W,,,,,280,"0,20%",,,,,,
3333,UT,Utah,3,n/a,,,,,District Votes:,,,,,,"142,58",,,,,,,
3334,UT,Utah,,n/a,,,,,,,,,,,,,,,,,,
3335,UT,Utah,4,H2UT04023,,Mia B.,Love,"Love, Mia B.",,R,*,,,,"74,936","50,92%",,,,,W,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Democratic, Republican and Libertarian conventions were held on April 26, 2014, and the Constitution Party convention was held on May 3, 2014.  Convention nominees are noted with an asterisk. The convention results listed on the next tab were obtained from the state parties."
3336,UT,Utah,4,H2UT04049,,Bob,Fuehr,"Fuehr, Bob",,R,,,,,,,,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Democratic, Republican and Libertarian conventions were held on April 26, 2014, and the Constitution Party convention was held on May 3, 2014.  Convention nominees are noted with an asterisk. The convention results listed on the next tab were obtained from the state parties."
3337,UT,Utah,4,H4UT04011,,Doug,Owens,"Owens, Doug",,D,*,,,,"67,425","45,81%",,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Democratic, Republican and Libertarian conventions were held on April 26, 2014, and the Constitution Party convention was held on May 3, 2014.  Convention nominees are noted with an asterisk. The convention results listed on the next tab were obtained from the state parties."
3338,UT,Utah,4,H4UT04029,,Bill,Peterson,"Peterson, Bill",,D,,,,,,,,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Democratic, Republican and Libertarian conventions were held on April 26, 2014, and the Constitution Party convention was held on May 3, 2014.  Convention nominees are noted with an asterisk. The convention results listed on the next tab were obtained from the state parties."
3339,UT,Utah,4,H4UT04052,,Tim,Aalders,"Aalders, Tim",,IAP,,,,,"2,032","1,38%",,,,,,
3340,UT,Utah,4,H4UT04045,,Collin Robert,Simonsen,"Simonsen, Collin Robert",,CON,*,,,,"1,424","0,97%",,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Democratic, Republican and Libertarian conventions were held on April 26, 2014, and the Constitution Party convention was held on May 3, 2014.  Convention nominees are noted with an asterisk. The convention results listed on the next tab were obtained from the state parties."
3341,UT,Utah,4,H2UT04056,,Jim L.,Vein,"Vein, Jim L.",,LIB,*,,,,"1,351","0,92%",,,,,,"*  Conventions are held by the political parties prior to the primary election.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Democratic, Republican and Libertarian conventions were held on April 26, 2014, and the Constitution Party convention was held on May 3, 2014.  Convention nominees are noted with an asterisk. The convention results listed on the next tab were obtained from the state parties."
3342,UT,Utah,4,n/a,,,,,District Votes:,,,,,,"147,168",,,,,,,
3343,UT,Utah,,n/a,,,,,,,,,,,,,,,,,,
3344,UT,Utah,H,n/a,,,,,Total State Votes:,,,,,,"565,97",,,,,,,
3345,,,,n/a,,,,,,,,,,,,,,,,,,
3346,VT,Vermont,0,H6VT00160,(I),Peter,Welch,"Welch, Peter",,D,"19,248","98,85%",,,"123,349","64,41%",,,,,W,
3347,VT,Vermont,0,n/a,,,Scattered,,,W(D),224,"1,15%",,,,,,,,,,
3348,VT,Vermont,0,n/a,,,,,Party Votes:,D,"19,472",,,,,,,,,,,
3349,VT,Vermont,0,H2VT00110,,Mark,Donka,"Donka, Mark",,R,"4,34","33,67%",,,"59,432","31,03%",,,,,,
3350,VT,Vermont,0,H4VT00108,,Donald,Russell,"Russell, Donald",,R,"4,026","31,24%",,,,,,,,,,
3351,VT,Vermont,0,H4VT00090,,Donald W.,Nolte,"Nolte, Donald W.",,R,"3,803","29,51%",,,,,,,,,,
3352,VT,Vermont,0,n/a,,,Scattered,Scattered,,W(R),719,"5,58%",,,,,,,,,,
3353,VT,Vermont,0,n/a,,,,,Party Votes:,R,"12,888",,,,,,,,,,,
3354,VT,Vermont,0,H8VT00141,,Cris,Ericson,"Ericson, Cris",,IND,,,,,"2,75","1,44%",,,,,,
3355,VT,Vermont,0,H4VT00116,,Matthew,Andrews,"Andrews, Matthew",,LBU,142,"95,95%",,,"2,071","1,08%",,,,,,
3356,VT,Vermont,0,n/a,,,Scattered,,,W(LBU),6,"4,05%",,,,,,,,,,
3357,VT,Vermont,0,n/a,,,,,Party Votes:,LBU,148,,,,,,,,,,,
3358,VT,Vermont,0,H6VT00228,,Jerry,Trudell,"Trudell, Jerry",,ENI,,,,,"2,024","1,06%",,,,,,
3359,VT,Vermont,0,H4VT00124,,Randall,Meyer,"Meyer, Randall",,IND,,,,,"1,685","0,88%",,,,,,
3360,VT,Vermont,0,n/a,,,Scattered,Scattered,,W(PRO),90,"100,00%",,,,,,,,,,
3361,VT,Vermont,0,n/a,,,,,Party Votes:,PRO,90,,,,,,,,,,,
3362,VT,Vermont,0,n/a,,,Scattered,,,W,,,,,193,"0,10%",,,,,,
3363,VT,Vermont,0,n/a,,,,,District Votes:,,"32,598",,,,"191,504",,,,,,,
3364,VT,Vermont,,n/a,,,,,,,,,,,,,,,,,,
3365,VT,Vermont,H,n/a,,,,,Total State Votes:,,"32,598",,,,"191,504",,,,,,,
3366,VT,Vermont,,n/a,,,,,,,,,,,,,,,,,,
3367,,,,n/a,,,,,,,,,,,,,,,,,,
3368,VI,Virgin Islands,0,H2VI00082,,Stacey,Plaskett,"Plaskett, Stacey",,D,"4,866","49,88%",,,"21,224","90,65%",,,,,W,
3369,VI,Virgin Islands,0,H4VI00146,,Shawn-Michael,Malone,"Malone, Shawn-Michael",,D,"4,134","42,37%",,,,,,,,,,
3370,VI,Virgin Islands,0,H4VI00138,,"Emmett, II",Hansen,"Hansen, Emmett, II",,D,750,"7,69%",,,,,,,,,,
3371,VI,Virgin Islands,0,n/a,,Stephen,Colbert,,,W(D),1,"0,01%",,,,,,,,,,
3372,VI,Virgin Islands,0,H0VI00037,,Vince,Danet,"Danet, Vince",,W(D),1,"0,01%",,,,,,,,,,
3373,VI,Virgin Islands,0,n/a,,Kermit the,Frog,"Frog, Kermit the",,W(D),1,"0,01%",,,,,,,,,,
3374,VI,Virgin Islands,0,n/a,,Mary,Kilpatrick,"Kilpatrick, Mary",,W(D),1,"0,01%",,,,,,,,,,
3375,VI,Virgin Islands,0,n/a,,Michael,Sheesley,,,W(D),1,"0,01%",,,,,,,,,,
3376,VI,Virgin Islands,0,n/a,,Edward,Thomas,,,W(D),1,"0,01%",,,,,,,,,,
3377,VI,Virgin Islands,0,n/a,,,,,Party Votes:,D,"9,756",,,,,,,,,,,
3378,VI,Virgin Islands,0,H0VI00037,,Vince,Danet,"Danet, Vince",,R,Unopposed,,,,"1,964","8,39%",,,,,,
3379,VI,Virgin Islands,0,n/a,,,Scattered,Scattered,,W,,,,,224,"0,96%",,,,,,
3380,VI,Virgin Islands,0,n/a,,,,,District Votes:,,"9,756",,,,"23,412",,,,,,,
3381,VI,Virgin Islands,,n/a,,,,,,,,,,,,,,,,,,
3382,VI,Virgin Islands,H,n/a,,,,,Total State Votes:,,"9,756",,,,"23,412",,,,,,,
3383,,,,n/a,,,,,,,,,,,,,,,,,,
3384,VA,Virginia,1,H8VA01147 ,(I),"Robert J. ""Rob"" ",Wittman,"Wittman, Robert J. ""Rob"" ",,R,"13,292","76,17%",,,"131,861","62,90%",,,,,W,
3385,VA,Virginia,1,H4VA01062 ,,Anthony T.,Riedel,,,R,"4,159","23,83%",,,,,,,,,,
3386,VA,Virginia,1,n/a,,,,,Party Votes:,R,"17,451",,,,,,,,,,,
3387,VA,Virginia,1,H4VA01070,,"Norman G. ""Norm",Mosher,"Mosher, Norman G. ""Norm",,D,**,,,,"72,059","34,38%",,,,,,"*  In Virginia, the political parties may choose to nominate by convention rather than by primary election.  The Democratic Party convention dates were 6/7/14 (District 1) and 5/31/14 (District 5).  Democratic caucuses were held on 5/29/2014 (District 4), 6/8/14 (District 7) and 6/10/14 (District 10).  The Republican Party convention dates were 4/26/14 (District 8) and 5/10/14 (District 11).  A Republican Party canvass was held on 4/26/14 for District 10.  The vote totals in these districts are from the applicable convention, caucus or party canvass, and the nominees are noted with two asterisks."
3388,VA,Virginia,1,H0VA01185,,Glenda Gail,Parker,"Parker, Glenda Gail",,IGR,,,,,"5,097","2,43%",,,,,,
3389,VA,Virginia,1,n/a,,,Scattered,Scattered,,W,,,,,604,"0,29%",,,,,,
3390,VA,Virginia,1,n/a,,,,,District Votes:,,"17,451",,,,"209,621",,,,,,,
3391,VA,Virginia,,n/a,,,,,,,,,,,,,,,,,,
3392,VA,Virginia,2,H0VA02084,(I),E. Scott ,Rigell,"Rigell, E. Scott ",,R,Unopposed,,,,"101,558","58,68%",,,,,W,
3393,VA,Virginia,2,H4VA02052,,Suzanne D.,Patrick,"Patrick, Suzanne D.",,D,Unopposed,,,,"71,178","41,13%",,,,,,
3394,VA,Virginia,2,n/a,,,Scattered,Scattered,,W,,,,,324,"0,19%",,,,,,
3395,VA,Virginia,2,n/a,,,,,District Votes:,,,,,,"173,06",,,,,,,
3396,VA,Virginia,,n/a,,,,,,,,,,,,,,,,,,
3397,VA,Virginia,3,H6VA01117 ,(I),"Robert C. ""Bobby""",Scott,"Scott, Robert C. ""Bobby""",,D,Unopposed,,,,"139,197","94,43%",,,,,W,
3398,VA,Virginia,3,n/a,,,Scattered,Scattered,,W,,,,,"8,205","5,57%",,,,,,
3399,VA,Virginia,3,n/a,,,,,District Votes:,,,,,,"147,402",,,,,,,
3400,VA,Virginia,,n/a,,,,,,,,,,,,,,,,,,
3401,VA,Virginia,4,H2VA04052 ,(I),J. Randy,Forbes,"Forbes, J. Randy",,R,Unopposed,,,,"120,684","60,15%",,,,,W,
3402,VA,Virginia,4,H4VA04033,,Elliott G.,Fausz,"Fausz, Elliott G.",,D,**,,,,"75,27","37,52%",,,,,,"*  In Virginia, the political parties may choose to nominate by convention rather than by primary election.  The Democratic Party convention dates were 6/7/14 (District 1) and 5/31/14 (District 5).  Democratic caucuses were held on 5/29/2014 (District 4), 6/8/14 (District 7) and 6/10/14 (District 10).  The Republican Party convention dates were 4/26/14 (District 8) and 5/10/14 (District 11).  A Republican Party canvass was held on 4/26/14 for District 10.  The vote totals in these districts are from the applicable convention, caucus or party canvass, and the nominees are noted with two asterisks."
3403,VA,Virginia,4,H4VA04041,,Bo C.,Brown,"Brown, Bo C.",,LIB,,,,,"4,427","2,21%",,,,,,
3404,VA,Virginia,4,n/a,,,Scattered,Scattered,,W,,,,,257,"0,13%",,,,,,
3405,VA,Virginia,4,n/a,,,,,District Votes:,,,,,,"200,638",,,,,,,
3406,VA,Virginia,,n/a,,,,,,,,,,,,,,,,,,
3407,VA,Virginia,5,H0VA05095,(I),Robert,Hurt,"Hurt, Robert",,R,Unopposed,,,,"124,735","60,86%",,,,,W,
3408,VA,Virginia,5,H4VA05048,,W. Lawrence,Gaughan,"Gaughan, W. Lawrence",,D,**,,,,"73,482","35,85%",,,,,,"*  In Virginia, the political parties may choose to nominate by convention rather than by primary election.  The Democratic Party convention dates were 6/7/14 (District 1) and 5/31/14 (District 5).  Democratic caucuses were held on 5/29/2014 (District 4), 6/8/14 (District 7) and 6/10/14 (District 10).  The Republican Party convention dates were 4/26/14 (District 8) and 5/10/14 (District 11).  A Republican Party canvass was held on 4/26/14 for District 10.  The vote totals in these districts are from the applicable convention, caucus or party canvass, and the nominees are noted with two asterisks."
3409,VA,Virginia,5,H4VA05030,,Ben,Hudson,"Hudson, Ben",,D,,,,,,,,,,,,
3410,VA,Virginia,5,H4VA05055,,Paul F.,Jones,"Jones, Paul F.",,LIB,,,,,"4,298","2,10%",,,,,,
3411,VA,Virginia,5,H2VA05059,,Kenneth J.,Hildebrandt,"Hildebrandt, Kenneth J.",,IGR,,,,,"2,209","1,08%",,,,,,
