S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,Game
11,21,26,38,6,13,21,28,36,5,8,12,22,26,32,38,5,16,19,28,189,168,142,104,298,285,264,236,436,631,623,611,811,785,753,715,910,894,875,847,
9,20,29,39,7,15,22,29,36,6,15,25,35,1,9,19,29,37,3,16,191,191,162,123,223,208,258,229,329,523,508,483,448,647,638,619,590,553,750,734,
8,17,23,28,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,20,192,392,369,341,341,331,321,311,301,291,281,271,261,251,241,231,221,211,201,201,
8,15,23,31,34,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,192,177,154,123,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,17,24,30,30,30,12,15,17,17,17,17,17,17,17,17,17,17,17,17,195,95,71,71,61,51,39,24,0,0,0,0,0,0,0,0,0,0,0,0,
8,13,20,26,35,1,8,17,25,35,37,7,15,22,29,35,3,6,13,20,192,179,179,153,118,317,309,209,184,149,112,512,497,347,318,283,480,474,461,461,
8,20,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,20,28,192,192,192,182,172,162,152,142,132,122,112,102,92,82,72,62,52,42,42,14,
10,14,24,29,35,37,6,10,13,24,34,39,3,9,18,24,33,1,7,9,200,186,162,133,98,61,255,255,242,218,184,145,342,333,315,291,341,540,440,431,
9,19,21,29,0,9,21,24,34,2,6,13,19,24,33,37,6,18,30,30,191,172,151,122,322,313,292,268,234,634,628,615,596,572,472,435,629,611,611,601,
6,14,20,24,34,1,7,16,21,31,38,2,9,14,22,31,34,2,10,19,194,180,180,156,122,321,171,155,134,103,65,115,106,92,192,161,127,227,227,208,
9,20,27,32,35,6,16,28,36,7,14,20,28,37,7,13,15,23,31,35,191,191,164,132,97,291,275,247,147,247,233,233,205,168,268,255,240,217,186,151,
10,15,21,27,36,6,12,15,21,28,34,3,13,19,24,34,6,12,19,25,200,185,164,137,337,531,519,504,483,455,421,618,605,586,562,528,722,710,691,666,
7,12,22,35,6,15,17,28,33,0,9,18,25,34,3,9,21,28,33,1,400,388,488,453,647,632,832,804,854,1054,1045,1027,1002,968,1165,1156,1135,1107,1007,1206,
8,18,23,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,192,174,151,151,141,131,121,111,101,91,81,71,61,51,41,31,21,11,1,0,
10,17,26,32,4,13,18,23,29,36,4,13,18,28,39,6,14,21,28,39,200,300,274,242,438,425,407,384,355,455,651,638,620,592,553,747,733,712,684,645,
10,15,26,33,39,9,15,25,32,38,4,9,12,19,28,36,2,10,18,27,200,185,159,59,20,211,196,171,139,101,297,288,276,257,229,279,529,529,511,484,
9,21,26,34,1,9,14,20,29,39,10,21,30,18,27,35,4,15,24,35,191,170,144,110,309,300,286,286,257,218,418,397,397,379,352,317,513,498,474,439,
7,12,19,29,37,4,8,15,19,27,37,39,2,10,21,26,30,30,18,29,400,388,369,340,303,499,491,476,457,430,393,354,604,604,583,557,557,547,529,500,
8,14,23,31,37,2,7,18,28,31,1,7,9,13,20,26,37,8,16,27,192,178,155,124,87,187,237,219,191,160,359,559,550,537,537,511,474,666,650,623,
4,12,22,33,2,8,15,21,34,0,4,13,22,31,38,4,14,22,28,35,196,184,384,434,734,726,711,690,656,856,852,839,939,908,870,1066,1052,1152,1124,1089,
5,12,22,29,32,1,6,16,28,39,7,13,19,27,33,1,14,25,31,39,195,183,283,254,222,421,415,399,371,332,732,719,700,673,523,722,708,683,652,613,
3,13,20,23,26,35,6,16,24,34,1,8,17,22,33,2,8,18,27,35,197,184,184,161,135,100,294,278,254,220,419,411,461,311,211,461,453,435,408,373,
10,18,24,30,16,23,31,37,3,11,21,25,30,30,30,30,30,30,14,19,200,182,158,158,142,119,88,51,248,237,216,191,191,181,171,161,151,141,127,108,
12,18,25,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,188,170,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,12,21,24,35,0,8,10,20,23,29,33,2,12,18,22,29,39,5,9,197,185,164,140,105,305,297,297,297,274,245,345,595,583,565,615,586,547,742,733,
4,7,16,20,28,36,7,16,18,27,38,9,21,32,36,6,13,25,33,1,196,46,30,30,2,202,602,586,568,541,503,694,673,641,741,935,922,897,997,1196,
7,15,19,26,34,2,12,18,24,31,35,3,9,15,20,27,33,38,9,17,300,285,266,240,206,256,244,226,202,171,136,333,324,309,309,282,182,144,335,385,
9,15,21,28,30,20,24,27,30,30,30,30,20,23,28,28,28,28,28,28,191,176,155,127,127,127,103,76,76,66,56,46,46,23,0,0,0,0,0,0,
8,14,26,38,1,10,20,28,39,9,21,26,34,3,8,16,27,31,1,9,192,178,152,114,313,313,313,285,246,437,416,390,356,553,545,529,502,471,670,661,
8,16,19,31,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,192,176,157,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,19,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,20,31,191,172,172,162,152,142,132,122,112,102,92,82,72,62,52,42,32,22,22,0,
3,14,16,26,35,4,14,22,33,2,6,18,28,32,2,6,18,26,30,30,197,183,167,141,106,302,288,338,188,288,282,264,236,204,304,298,280,254,254,244,
5,14,21,23,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,195,181,160,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,19,29,0,9,16,19,23,31,1,5,11,17,25,35,38,3,14,20,28,200,181,152,352,343,327,308,285,254,453,448,437,337,312,277,239,436,422,422,394,
11,15,21,32,39,7,16,21,31,37,9,17,27,33,3,9,20,30,30,30,189,174,153,121,82,382,366,345,314,277,468,568,541,391,588,579,579,579,569,559,
8,14,22,35,4,15,26,36,6,17,21,28,31,2,10,18,30,30,22,34,192,178,378,343,539,524,498,698,892,792,771,743,712,962,962,944,944,934,1034,1000,
9,18,27,29,32,38,4,9,17,23,29,35,1,8,15,23,30,18,22,28,191,173,146,117,85,47,243,234,284,261,232,197,396,388,373,350,350,332,232,204,
11,18,25,32,4,7,18,26,34,3,6,13,19,26,31,38,2,12,20,26,189,171,146,114,310,410,392,366,332,529,523,510,491,465,434,396,696,684,684,658,
7,17,28,33,39,5,10,21,29,36,1,11,17,24,35,39,5,8,14,20,300,500,472,522,483,678,678,657,628,728,927,916,1016,992,957,918,1113,1105,1091,1091,
12,21,25,31,35,3,10,17,22,28,37,8,16,24,34,36,2,12,21,28,188,167,142,111,76,273,273,473,573,545,508,700,684,660,626,826,1076,1064,1043,1015,
12,21,26,32,2,10,14,22,32,0,7,16,25,34,0,3,9,16,19,27,188,167,141,109,409,409,395,245,213,413,513,497,472,438,638,635,626,610,591,564,
10,16,23,34,36,0,4,15,25,31,37,3,13,20,30,30,30,30,30,30,200,184,161,127,327,527,523,508,483,452,415,612,599,599,599,589,579,569,559,549,
11,14,18,24,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,189,175,157,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,14,21,31,38,7,16,26,36,6,15,21,27,33,0,5,11,17,24,34,191,177,156,125,87,137,121,95,145,339,324,303,276,476,676,671,660,860,836,802,
7,12,21,31,33,2,10,16,24,31,37,1,8,16,24,30,30,30,30,30,250,238,217,186,86,486,486,470,446,415,378,577,569,553,529,529,519,509,499,489,
6,10,15,17,24,33,0,6,13,22,29,37,5,7,13,23,33,39,9,15,194,194,179,279,255,455,655,649,636,686,657,620,815,865,852,829,879,840,1031,1016,
6,13,22,32,37,0,6,13,24,31,38,11,21,33,2,13,19,31,38,4,194,181,381,349,312,512,506,493,469,438,400,589,568,668,1068,1055,1036,1005,967,1163,
6,17,26,35,3,14,25,32,1,8,15,23,31,0,9,19,25,38,5,16,194,294,268,233,430,416,391,359,558,550,535,512,481,681,672,653,628,590,785,769,
5,14,17,24,29,34,1,11,14,20,29,36,5,12,22,32,0,5,14,20,195,181,281,257,228,194,393,382,368,368,339,539,734,722,772,740,940,935,921,921,
11,20,26,37,5,17,26,34,36,2,7,18,30,30,30,30,30,30,12,23,189,189,163,126,321,421,395,361,211,311,511,493,493,483,473,463,453,443,431,408,
6,16,20,27,34,38,6,16,23,31,37,6,12,20,25,29,34,1,6,17,194,178,178,151,117,79,273,257,234,203,166,360,348,348,323,294,260,459,453,553,
10,20,30,22,34,6,17,27,38,3,15,21,29,33,39,6,13,23,31,1,200,200,200,300,266,460,310,283,245,442,427,406,377,477,438,632,619,596,565,764,
7,17,25,31,2,8,17,26,34,39,5,13,21,28,35,5,10,18,28,38,100,300,275,244,494,486,686,660,626,587,782,769,748,720,685,880,880,862,834,796,
10,18,25,35,5,10,20,27,36,2,11,22,32,2,12,16,26,35,6,17,200,182,157,122,317,317,317,290,490,740,729,829,797,897,885,869,843,808,1002,1052,
4,11,18,27,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,196,185,167,140,140,130,120,110,100,90,80,70,60,50,40,30,20,10,0,0,
3,12,24,37,7,17,25,34,1,8,13,23,35,38,9,19,30,16,26,37,197,185,161,124,524,724,699,665,864,856,843,820,785,747,938,919,919,903,877,840,
8,14,25,30,30,30,30,30,22,33,0,8,19,24,32,36,7,14,22,31,192,178,153,153,143,133,123,113,313,413,613,605,586,562,530,580,880,866,766,735,
8,18,26,35,4,13,18,25,27,36,38,5,16,21,31,38,3,12,22,26,192,174,148,113,309,296,278,253,226,426,388,583,567,546,515,477,674,662,762,736,
8,16,27,36,3,14,21,28,0,8,20,28,0,12,18,25,33,1,8,18,192,176,149,49,246,232,211,183,383,375,375,347,547,535,517,492,392,591,583,565,
10,17,27,39,9,17,27,33,0,12,18,31,39,10,18,29,39,7,16,24,200,300,273,234,425,475,448,648,848,836,818,787,748,948,930,901,862,962,946,922,
8,17,22,32,0,11,20,30,30,30,30,30,30,20,22,32,38,7,9,14,192,42,142,110,310,299,299,299,289,279,269,259,249,249,299,267,229,529,520,506,
4,12,22,29,38,5,10,15,22,33,37,3,11,19,27,36,0,8,13,20,196,184,384,355,317,512,512,497,597,497,460,657,646,627,600,700,900,892,879,879,
5,10,18,22,26,34,1,4,7,15,22,28,35,6,15,20,30,30,30,30,195,195,177,77,51,17,216,212,412,397,247,219,184,378,363,363,363,353,343,333,
7,13,19,28,35,4,8,12,14,22,33,39,3,13,20,24,28,37,2,11,250,237,218,190,155,351,343,331,317,417,317,278,475,462,462,438,410,373,473,462,
11,15,24,31,1,10,17,20,26,32,38,10,18,29,38,1,14,23,33,1,189,174,150,119,318,318,518,518,492,460,422,622,604,575,537,736,722,699,549,748,
2,6,10,13,20,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,50,44,44,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,17,24,30,18,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,200,50,26,26,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,13,24,35,4,16,24,31,2,12,16,27,36,1,5,10,19,26,37,2,192,179,155,120,316,300,276,245,345,333,317,290,340,539,534,534,515,489,452,552,
10,18,30,30,22,30,30,30,30,30,30,30,30,30,30,30,22,32,39,10,200,182,182,172,222,222,212,202,192,182,172,162,152,142,132,122,172,140,101,301,
7,18,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,400,382,382,372,362,352,342,332,322,312,302,292,282,272,262,252,242,232,222,212,
6,14,23,29,35,3,14,23,29,38,6,14,23,26,31,36,5,13,21,26,194,180,157,128,93,290,276,253,224,186,380,366,343,317,286,186,381,368,347,321,
8,10,16,21,24,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,192,192,176,155,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,13,18,24,27,36,4,10,12,20,23,29,33,0,8,16,26,29,33,1,250,237,219,195,168,368,564,564,552,552,529,500,400,600,592,576,550,521,571,770,
9,18,28,34,1,11,17,25,33,4,9,18,27,34,3,10,20,26,32,38,191,173,145,111,310,299,199,174,74,270,261,243,216,182,379,379,379,353,321,283,
8,15,25,32,1,10,14,23,34,38,5,11,20,26,29,35,7,11,23,29,192,177,152,120,319,319,305,282,248,210,405,394,394,368,339,304,354,343,320,291,
11,20,28,36,1,11,19,24,31,1,11,22,31,4,11,19,31,36,6,11,189,189,161,361,560,549,530,506,475,674,663,863,832,1028,1017,998,967,1167,1361,1350,
8,18,21,28,35,2,9,16,22,32,39,4,11,19,26,31,39,7,14,23,192,174,153,125,90,190,181,165,265,233,194,390,379,360,334,303,264,314,300,277,
7,13,18,26,31,2,4,14,18,28,34,5,11,18,30,18,24,33,38,2,300,287,269,243,212,612,608,594,576,548,514,709,698,680,680,662,638,538,500,550,
8,14,22,26,32,0,7,9,12,21,29,36,39,3,7,16,24,33,36,7,192,178,278,252,220,420,470,461,449,428,399,599,560,757,807,791,767,667,767,1167,
5,10,15,21,32,38,5,12,22,31,39,6,13,23,27,37,1,9,16,24,195,195,180,159,127,89,284,272,322,291,252,446,433,410,383,346,545,536,520,496,
11,19,28,38,9,20,28,33,3,13,18,26,33,4,12,21,29,35,7,15,189,170,142,104,295,295,267,367,564,551,533,507,707,903,891,870,841,806,856,841,
7,16,24,34,4,13,18,21,26,33,37,8,18,25,31,34,2,5,14,22,100,84,60,26,222,209,191,170,144,194,157,349,331,306,275,241,291,286,272,172,
10,16,24,29,38,4,7,18,27,38,9,21,28,37,4,13,22,29,39,3,200,184,160,131,93,289,339,321,294,256,447,426,398,361,557,544,644,615,576,773,
6,13,17,25,36,3,9,16,21,29,37,9,17,28,35,0,10,20,29,34,194,181,281,256,356,553,544,528,507,478,441,632,482,454,419,619,619,619,590,556,
6,16,23,27,34,1,9,13,15,26,34,0,7,14,19,27,38,5,11,20,194,178,155,128,94,293,284,271,256,230,196,396,296,282,263,236,198,393,382,382,
6,15,23,34,1,8,16,23,33,0,6,15,23,26,31,1,9,18,30,30,194,179,156,122,321,313,297,274,124,324,318,303,280,254,223,422,413,395,395,385,
4,13,21,28,35,2,9,17,29,38,6,16,20,29,36,6,18,28,32,39,196,183,162,134,99,499,490,690,661,623,817,801,801,772,822,1016,998,970,938,899,
11,15,22,34,0,5,11,15,19,26,30,30,30,30,30,30,30,30,30,30,189,174,74,40,240,235,224,209,190,164,164,154,144,134,124,114,104,94,84,74,
10,15,24,35,6,15,24,32,0,3,8,16,27,39,12,21,32,38,9,16,200,185,161,126,320,305,281,249,449,446,438,422,395,356,544,523,491,453,644,628,
10,21,26,29,35,3,6,15,22,32,1,5,15,23,30,30,30,30,30,16,200,179,153,124,89,286,280,265,465,433,632,627,612,589,589,579,569,559,549,533,
4,13,22,33,1,11,18,28,34,5,13,21,27,30,30,30,16,26,31,0,196,183,383,483,682,671,653,625,591,786,773,752,725,725,715,705,689,663,632,832,
5,10,17,26,36,4,10,20,32,36,6,15,24,33,39,7,10,21,33,0,195,195,245,219,69,265,265,265,233,133,327,312,288,388,349,649,649,628,678,878,
8,18,25,33,0,10,19,31,3,9,17,23,32,4,14,25,35,37,4,12,192,174,149,249,449,449,430,399,596,587,487,464,432,628,614,589,554,517,713,701,
7,10,16,18,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,50,50,34,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,14,21,25,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,195,181,160,135,135,125,115,105,95,85,75,65,55,45,35,25,15,5,0,0,
7,16,21,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,50,34,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,8,11,20,29,36,2,9,19,28,30,30,22,30,30,30,30,30,30,30,194,186,175,175,146,346,596,587,568,540,540,530,630,630,620,610,600,590,580,570,
10,17,22,29,0,9,21,27,35,2,9,18,31,2,15,25,34,1,13,20,200,400,300,271,471,462,441,414,379,429,420,402,371,671,656,631,597,796,783,783,
10,17,27,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,200,50,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,18,26,31,1,9,13,18,30,30,30,30,30,30,30,30,30,30,12,18,192,174,148,117,316,307,294,276,276,266,256,246,236,226,216,206,196,186,174,156,
8,19,29,37,10,15,22,32,2,11,19,25,35,5,14,25,35,1,8,18,192,173,144,107,307,292,392,360,760,749,730,705,670,865,851,826,791,990,982,964,
7,16,23,30,30,30,22,30,30,30,30,12,18,26,32,1,10,21,31,39,300,284,261,261,251,241,341,341,331,321,311,299,281,255,223,422,422,401,370,331,
6,13,19,28,36,4,12,20,26,36,5,15,26,36,6,11,22,28,35,39,194,181,162,134,334,530,518,518,492,342,537,522,496,346,540,529,579,551,516,477,
12,20,27,38,8,15,23,30,20,25,33,37,4,9,17,21,25,30,30,30,188,188,161,123,315,300,277,277,277,252,352,315,511,502,602,581,556,556,546,536,
10,14,23,28,38,5,9,19,25,36,3,11,18,23,30,30,30,30,14,17,200,186,163,135,97,292,283,264,239,439,636,625,607,584,584,574,564,554,540,440,
10,21,27,34,4,15,21,30,30,16,27,34,3,14,22,28,35,6,16,25,200,179,152,118,314,299,278,278,268,252,225,191,388,374,474,446,411,605,589,564,
8,10,16,24,32,1,11,18,20,31,33,2,9,20,31,39,7,12,20,23,192,192,176,152,120,319,308,290,290,259,309,559,550,550,519,480,530,518,518,495,
10,16,23,32,2,10,19,25,33,2,8,18,27,35,0,11,20,27,37,4,200,184,161,129,229,229,210,185,235,485,477,459,432,397,597,586,586,559,522,718,
8,18,22,30,20,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,192,174,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,9,15,22,27,38,5,12,21,30,30,30,30,30,30,30,30,30,30,30,194,185,170,370,343,305,500,488,467,467,457,447,437,427,417,407,397,387,377,367,
10,14,20,27,32,2,10,15,22,31,34,37,7,12,22,30,30,30,30,30,200,186,186,159,127,427,427,412,462,431,397,360,410,398,598,598,588,578,568,558,
7,10,20,26,33,0,8,13,17,24,34,4,10,15,19,23,32,39,9,16,250,250,250,224,274,474,466,453,553,529,495,691,691,676,657,634,602,563,754,738,
6,13,23,29,2,8,18,27,31,39,11,19,30,30,30,30,22,29,39,4,194,181,158,129,529,521,503,476,445,406,595,576,576,566,556,546,646,617,578,774,
6,15,22,30,30,30,30,30,30,30,30,30,20,25,30,30,30,30,30,30,194,179,379,379,369,359,349,339,329,319,309,299,299,274,274,264,254,244,234,224,
7,12,19,29,33,1,12,22,32,38,3,11,15,20,25,34,1,4,10,20,250,238,219,190,240,439,427,477,445,407,604,593,578,578,553,519,718,714,714,714,
7,12,20,27,34,3,8,15,26,31,39,7,18,24,34,0,4,10,20,30,300,288,288,261,227,424,416,401,375,344,305,355,337,313,279,479,475,475,475,475,
10,19,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,18,25,200,181,181,171,161,151,141,131,121,111,101,91,81,71,61,51,41,31,13,0,
8,16,19,25,29,0,11,23,33,3,7,18,22,27,34,4,13,21,24,28,192,176,157,132,103,303,292,269,369,566,666,648,698,671,637,833,820,799,775,747,
11,15,25,34,1,7,11,17,26,37,37,37,37,37,37,37,37,37,37,37,189,174,149,115,314,214,203,53,27,0,0,0,0,0,0,0,0,0,0,0,
12,22,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,188,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,11,19,26,30,30,30,30,30,16,22,27,35,0,6,13,22,28,30,30,250,239,220,194,194,184,174,164,154,138,188,161,126,326,320,307,207,179,179,169,
6,17,23,36,9,22,27,29,39,7,17,23,30,30,30,30,30,30,30,14,194,294,271,471,662,862,835,806,767,1017,867,844,844,834,824,814,804,794,784,770,
8,11,22,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,192,181,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,14,24,32,37,1,8,12,18,26,36,1,9,15,19,23,27,32,0,5,200,186,162,130,93,292,284,272,254,228,78,277,268,253,234,211,184,152,352,347,
9,18,26,37,4,13,22,30,20,27,37,7,13,20,27,0,11,19,27,34,191,173,147,110,306,293,393,393,393,366,329,379,366,366,339,539,528,509,482,448,
8,13,20,27,35,3,12,20,28,37,4,15,21,24,28,37,5,15,18,28,192,179,179,152,117,314,302,302,274,237,433,418,397,373,345,308,503,488,470,442,
8,15,20,26,33,39,7,17,24,33,37,3,13,21,26,30,30,30,30,22,192,177,177,151,51,12,312,212,188,288,251,448,435,414,388,388,378,368,358,208,
8,11,20,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,192,181,181,181,171,161,151,141,131,121,111,101,91,81,71,61,51,41,31,21,
7,12,22,30,30,30,16,22,32,0,10,17,26,35,5,14,23,32,37,1,400,388,238,238,228,218,202,252,220,420,420,520,494,459,654,640,617,585,548,747,
7,11,15,23,31,36,1,8,15,24,29,36,1,8,13,19,26,28,32,39,100,89,74,51,20,220,419,411,396,372,343,443,642,634,621,602,576,548,516,477,
13,22,30,30,30,30,30,18,23,31,3,11,22,34,3,12,22,29,36,7,187,237,237,227,217,207,197,179,156,125,322,311,411,377,574,562,662,633,733,783,
6,10,17,28,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,194,194,44,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,18,26,34,6,12,23,36,3,11,20,29,0,8,18,23,33,2,10,17,200,182,156,122,316,304,281,331,528,517,517,488,688,680,662,639,689,939,939,1139,
9,14,24,27,38,4,14,24,35,39,7,15,25,35,1,11,20,28,36,7,191,177,153,126,88,284,270,246,211,172,272,257,232,197,396,385,385,357,457,707,
6,12,19,27,35,5,17,22,33,3,10,17,26,32,2,12,20,29,38,1,194,182,163,136,101,296,346,546,746,943,943,793,767,735,1035,1023,1023,994,956,1155,
8,18,27,34,1,7,17,23,33,0,6,16,24,34,5,14,20,28,30,30,192,174,147,113,312,412,462,439,339,539,533,517,493,459,654,640,640,612,612,602,
7,14,21,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,50,36,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,18,25,30,12,22,32,36,5,12,21,30,30,30,20,30,30,30,30,22,189,171,146,146,134,334,302,202,397,385,364,364,354,344,344,344,334,324,314,514,
10,21,24,35,2,8,16,25,30,30,30,30,30,30,30,30,30,12,24,33,200,179,155,120,170,162,146,121,121,111,101,91,81,71,61,51,41,29,5,105,
3,10,20,25,36,8,13,25,33,4,11,18,29,35,5,12,19,25,34,1,197,197,197,172,22,214,201,176,226,422,411,393,364,329,524,512,493,468,434,633,
7,18,21,31,0,6,13,19,26,35,0,8,20,29,37,3,6,11,21,24,300,282,261,230,430,424,411,392,366,331,531,523,523,494,457,654,648,637,616,592,
9,18,24,28,37,4,14,24,34,5,14,17,27,37,9,22,32,38,5,13,191,173,149,121,84,280,266,242,208,403,389,289,262,225,416,266,234,196,391,378,
10,19,24,33,39,4,15,21,34,6,16,24,34,3,12,21,26,29,39,10,200,181,157,257,218,414,399,378,344,538,522,498,464,661,649,628,602,573,534,734,
3,9,15,22,27,34,0,7,14,20,28,38,5,13,24,27,35,2,12,16,197,188,173,273,246,212,412,462,448,448,420,382,577,564,540,513,478,728,716,700,
8,13,17,27,37,8,19,27,33,4,15,23,32,36,5,15,22,29,38,10,192,179,229,202,165,357,338,311,211,407,392,369,337,537,732,717,917,888,850,1050,
11,21,25,30,30,30,30,30,30,30,30,30,30,30,30,30,14,21,21,21,189,168,143,143,133,123,113,103,93,83,73,63,53,43,33,23,9,0,0,0,
7,11,16,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,50,39,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,19,22,26,32,2,11,16,26,30,30,30,30,30,30,30,30,18,28,33,188,169,219,193,161,461,450,434,408,408,398,388,378,368,358,348,338,320,292,342,
9,15,18,25,28,38,7,13,20,26,32,1,6,17,19,27,31,37,4,8,191,176,158,133,105,67,367,354,354,328,296,495,489,589,570,543,512,475,671,663,
8,16,18,26,30,30,22,29,36,6,10,19,21,27,36,39,2,12,19,26,192,176,158,132,132,122,322,293,193,387,387,368,347,320,220,181,231,219,200,174,
7,14,22,28,37,5,11,19,28,35,7,16,25,32,35,5,16,22,31,39,300,286,136,108,71,266,255,236,208,173,273,257,232,200,165,360,344,194,163,124,
6,15,27,36,2,14,26,34,3,15,20,31,35,3,9,15,23,34,1,7,194,179,152,352,652,638,612,578,775,760,760,729,694,891,882,867,844,810,1009,909,
11,19,23,31,35,1,13,20,28,35,1,4,12,14,20,26,34,1,9,14,189,170,147,116,81,280,267,267,239,204,403,399,387,373,373,347,313,512,503,489,
9,22,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,191,391,391,381,371,361,351,341,331,321,311,301,291,281,271,261,251,241,231,221,
7,18,26,36,2,15,24,35,3,8,18,28,1,11,22,35,6,13,20,27,250,232,206,406,706,691,667,632,829,821,803,775,974,963,1063,1028,1222,1209,1209,1182,
2,6,11,20,30,30,30,30,14,17,26,32,2,14,21,26,35,6,13,20,250,244,233,233,233,223,213,203,189,89,63,31,131,117,96,70,35,229,216,216,
5,15,24,29,33,39,5,17,27,31,38,8,15,20,25,31,36,4,10,15,195,180,156,127,177,138,333,433,406,375,337,529,514,514,489,458,558,754,754,739,
9,16,22,31,0,5,17,23,29,38,5,14,23,28,37,3,7,14,20,29,191,175,225,194,394,389,589,566,537,499,694,680,657,629,592,789,689,675,675,646,
11,16,23,27,32,38,4,8,13,21,24,29,34,1,12,21,29,35,2,7,189,173,150,123,91,53,249,241,228,207,183,154,120,319,307,286,257,222,272,322,
5,17,26,37,7,10,19,28,33,4,8,16,23,33,4,14,23,31,2,9,195,245,219,182,582,582,563,535,635,831,823,807,784,834,1030,1016,993,962,1262,1253,
12,21,33,0,7,15,26,37,2,6,9,16,28,33,2,5,14,23,29,35,188,167,17,217,317,302,276,239,639,633,624,608,580,680,780,775,761,738,709,674,
10,18,25,34,7,16,27,38,8,14,24,33,37,6,12,25,36,5,12,22,200,182,157,123,523,507,480,442,634,620,596,796,759,953,941,916,966,1161,1149,999,
5,14,17,21,27,39,8,14,20,28,38,5,14,20,23,30,22,33,37,39,195,181,281,260,233,194,386,372,372,344,306,501,487,487,464,464,364,564,527,488,
6,14,19,25,30,30,30,30,22,30,30,30,30,30,30,30,18,27,36,6,194,180,161,136,136,126,116,106,206,206,196,186,176,166,156,146,128,101,1,195,
9,22,31,37,4,12,20,32,0,7,16,19,26,30,30,30,30,30,30,30,191,291,260,223,419,407,407,375,575,675,659,640,614,614,604,594,584,574,564,554,
12,19,26,35,1,7,12,19,26,36,36,36,36,36,36,36,36,36,36,36,188,169,143,108,307,207,195,176,150,0,0,0,0,0,0,0,0,0,0,0,
10,16,23,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,20,200,184,161,161,151,141,131,121,111,101,91,81,71,61,51,41,31,21,11,11,
9,12,19,31,2,11,17,24,33,1,11,22,24,32,2,6,14,25,32,38,191,179,160,129,429,418,318,294,494,693,682,882,858,826,1076,1070,1056,1031,999,961,
10,21,34,4,11,17,22,31,38,8,13,22,27,36,6,8,14,18,23,35,200,179,145,341,330,380,580,549,511,703,690,890,863,913,1107,1099,1085,1067,1044,1009,
8,19,26,33,5,11,19,25,27,36,6,15,25,36,2,12,22,25,36,1,192,173,147,197,392,381,362,337,310,510,704,689,664,714,764,752,852,827,927,1126,
